Random seed set to: 456

Demands:
D(m1, t=1, ('l1', 'k1')) = 7.5
D(m6, t=2, ('l2', 'k5')) = 8.2
D(m7, t=1, ('l1', 'k1')) = 9.2
D(m7, t=1, ('l1', 'k2')) = 10.7
D(m7, t=1, ('l1', 'k3')) = 12.0
D(m7, t=1, ('l1', 'k4')) = 5.3
D(m7, t=1, ('l1', 'k5')) = 5.1
D(m7, t=1, ('l2', 'k1')) = 12.5
D(m7, t=1, ('l2', 'k2')) = 14.7
D(m7, t=1, ('l2', 'k3')) = 7.9
D(m7, t=1, ('l2', 'k4')) = 14.4
D(m7, t=1, ('l2', 'k5')) = 10.9
D(m7, t=2, ('l1', 'k1')) = 6.4
D(m7, t=2, ('l1', 'k2')) = 5.9
D(m7, t=2, ('l1', 'k3')) = 11.3
D(m7, t=2, ('l1', 'k4')) = 10.0
D(m7, t=2, ('l1', 'k5')) = 10.2
D(m7, t=2, ('l2', 'k1')) = 11.3
D(m7, t=2, ('l2', 'k2')) = 7.3
D(m7, t=2, ('l2', 'k3')) = 7.6
D(m7, t=2, ('l2', 'k4')) = 10.6
D(m7, t=2, ('l2', 'k5')) = 8.9
D(m8, t=1, ('l1', 'k1')) = 12.1
D(m8, t=1, ('l1', 'k2')) = 7.1
D(m8, t=1, ('l1', 'k3')) = 7.9
D(m8, t=1, ('l1', 'k4')) = 13.5
D(m8, t=1, ('l1', 'k5')) = 9.6
D(m8, t=1, ('l2', 'k1')) = 5.7
D(m8, t=1, ('l2', 'k2')) = 13.6
D(m8, t=1, ('l2', 'k3')) = 9.2
D(m8, t=1, ('l2', 'k4')) = 10.2
D(m8, t=1, ('l2', 'k5')) = 11.5
D(m8, t=2, ('l1', 'k1')) = 8.7
D(m8, t=2, ('l1', 'k2')) = 14.9
D(m8, t=2, ('l1', 'k3')) = 7.8
D(m8, t=2, ('l1', 'k4')) = 11.8
D(m8, t=2, ('l1', 'k5')) = 10.5
D(m8, t=2, ('l2', 'k1')) = 10.3
D(m8, t=2, ('l2', 'k2')) = 5.1
D(m8, t=2, ('l2', 'k3')) = 12.6
D(m8, t=2, ('l2', 'k4')) = 7.0
D(m8, t=2, ('l2', 'k5')) = 12.4
D(m9, t=1, ('l1', 'k1')) = 6.1
D(m9, t=1, ('l1', 'k2')) = 9.5
D(m9, t=1, ('l1', 'k3')) = 7.8
D(m9, t=1, ('l1', 'k4')) = 7.1
D(m9, t=1, ('l1', 'k5')) = 8.7
D(m9, t=1, ('l2', 'k1')) = 13.0
D(m9, t=1, ('l2', 'k2')) = 5.9
D(m9, t=1, ('l2', 'k3')) = 11.6
D(m9, t=1, ('l2', 'k4')) = 7.2
D(m9, t=1, ('l2', 'k5')) = 9.6
D(m9, t=2, ('l1', 'k1')) = 11.2
D(m9, t=2, ('l1', 'k2')) = 6.6
D(m9, t=2, ('l1', 'k3')) = 14.3
D(m9, t=2, ('l1', 'k4')) = 11.5
D(m9, t=2, ('l1', 'k5')) = 10.6
D(m9, t=2, ('l2', 'k1')) = 10.4
D(m9, t=2, ('l2', 'k2')) = 12.4
D(m9, t=2, ('l2', 'k3')) = 14.4
D(m9, t=2, ('l2', 'k4')) = 7.7
D(m9, t=2, ('l2', 'k5')) = 5.5
D(m10, t=1, ('l1', 'k1')) = 6.7
D(m10, t=1, ('l1', 'k2')) = 9.9
D(m10, t=1, ('l1', 'k3')) = 12.1
D(m10, t=1, ('l1', 'k4')) = 10.2
D(m10, t=1, ('l1', 'k5')) = 7.2
D(m10, t=1, ('l2', 'k1')) = 7.3
D(m10, t=1, ('l2', 'k2')) = 14.5
D(m10, t=1, ('l2', 'k3')) = 8.4
D(m10, t=1, ('l2', 'k4')) = 11.8
D(m10, t=1, ('l2', 'k5')) = 12.3
D(m10, t=2, ('l1', 'k1')) = 8.9
D(m10, t=2, ('l1', 'k2')) = 10.3
D(m10, t=2, ('l1', 'k3')) = 6.1
D(m10, t=2, ('l1', 'k4')) = 9.5
D(m10, t=2, ('l1', 'k5')) = 5.5
D(m10, t=2, ('l2', 'k1')) = 9.0
D(m10, t=2, ('l2', 'k2')) = 14.1
D(m10, t=2, ('l2', 'k3')) = 9.5
D(m10, t=2, ('l2', 'k4')) = 5.7
D(m10, t=2, ('l2', 'k5')) = 15.0

Solver Performance Metrics:
Status: Optimal
Objective Value: 910873.557352633

CSAM Deployments:
y[m3, 'l1'] = 1
y[m5, 'l1'] = 1
y[m8, 'l1'] = 1

Positive CSAM l1 flows (q_l1 to r_l1):
Arc (m3_q_l1 -> m3_r_l1), t=1, commodity=('l1', 'k1'): flow=17.9
Arc (m3_q_l1 -> m3_r_l1), t=1, commodity=('l1', 'k2'): flow=11.6
Arc (m3_q_l1 -> m3_r_l1), t=1, commodity=('l1', 'k3'): flow=6.5
Arc (m3_q_l1 -> m3_r_l1), t=1, commodity=('l1', 'k4'): flow=14.0
Arc (m3_q_l1 -> m3_r_l1), t=2, commodity=('l1', 'k1'): flow=5.1
Arc (m3_q_l1 -> m3_r_l1), t=2, commodity=('l1', 'k2'): flow=12.7
Arc (m3_q_l1 -> m3_r_l1), t=2, commodity=('l1', 'k3'): flow=6.0
Arc (m3_q_l1 -> m3_r_l1), t=2, commodity=('l1', 'k4'): flow=6.3
Arc (m3_q_l1 -> m3_r_l1), t=2, commodity=('l1', 'k5'): flow=20.0
Arc (m5_q_l1 -> m5_r_l1), t=1, commodity=('l1', 'k1'): flow=12.2
Arc (m5_q_l1 -> m5_r_l1), t=1, commodity=('l1', 'k2'): flow=4.5
Arc (m5_q_l1 -> m5_r_l1), t=1, commodity=('l1', 'k3'): flow=14.8
Arc (m5_q_l1 -> m5_r_l1), t=1, commodity=('l1', 'k4'): flow=12.6
Arc (m5_q_l1 -> m5_r_l1), t=1, commodity=('l1', 'k5'): flow=5.9
Arc (m5_q_l1 -> m5_r_l1), t=2, commodity=('l1', 'k1'): flow=13.0
Arc (m5_q_l1 -> m5_r_l1), t=2, commodity=('l1', 'k2'): flow=15.9
Arc (m5_q_l1 -> m5_r_l1), t=2, commodity=('l1', 'k3'): flow=13.7
Arc (m5_q_l1 -> m5_r_l1), t=2, commodity=('l1', 'k4'): flow=1.7
Arc (m5_q_l1 -> m5_r_l1), t=2, commodity=('l1', 'k5'): flow=5.7
Arc (m8_q_l1 -> m8_r_l1), t=1, commodity=('l1', 'k1'): flow=12.1
Arc (m8_q_l1 -> m8_r_l1), t=1, commodity=('l1', 'k2'): flow=7.1
Arc (m8_q_l1 -> m8_r_l1), t=1, commodity=('l1', 'k3'): flow=7.9
Arc (m8_q_l1 -> m8_r_l1), t=1, commodity=('l1', 'k4'): flow=13.5
Arc (m8_q_l1 -> m8_r_l1), t=1, commodity=('l1', 'k5'): flow=9.5
Arc (m8_q_l1 -> m8_r_l1), t=2, commodity=('l1', 'k1'): flow=8.7
Arc (m8_q_l1 -> m8_r_l1), t=2, commodity=('l1', 'k2'): flow=14.9
Arc (m8_q_l1 -> m8_r_l1), t=2, commodity=('l1', 'k3'): flow=7.8
Arc (m8_q_l1 -> m8_r_l1), t=2, commodity=('l1', 'k4'): flow=8.0
Arc (m8_q_l1 -> m8_r_l1), t=2, commodity=('l1', 'k5'): flow=10.6

Positive traditional l2 flows (q_l2 to r_l2):

For k=k1 at m1:
Arc (m1_q_l2 -> m1_r_l2), t=1, commodity=('l1', 'k1'): flow=9.2 (jumping if 'l1')
Arc (m1_q_l2 -> m1_r_l2), t=1, commodity=('l2', 'k1'): flow=90.8
Arc (m1_q_l2 -> m1_r_l2), t=2, commodity=('l1', 'k1'): flow=5.8 (jumping if 'l1')
Arc (m1_q_l2 -> m1_r_l2), t=2, commodity=('l2', 'k1'): flow=94.2

For k=k2 at m2:
Arc (m2_q_l2 -> m2_r_l2), t=1, commodity=('l1', 'k2'): flow=6.2 (jumping if 'l1')
Arc (m2_q_l2 -> m2_r_l2), t=1, commodity=('l2', 'k2'): flow=93.8
Arc (m2_q_l2 -> m2_r_l2), t=2, commodity=('l2', 'k2'): flow=100.0

For k=k3 at m3:
Arc (m3_q_l2 -> m3_r_l2), t=1, commodity=('l2', 'k3'): flow=100.0
Arc (m3_q_l2 -> m3_r_l2), t=2, commodity=('l2', 'k3'): flow=100.0

For k=k4 at m4:
Arc (m4_q_l2 -> m4_r_l2), t=1, commodity=('l1', 'k4'): flow=6.6 (jumping if 'l1')
Arc (m4_q_l2 -> m4_r_l2), t=1, commodity=('l2', 'k4'): flow=93.4
Arc (m4_q_l2 -> m4_r_l2), t=2, commodity=('l2', 'k4'): flow=100.0

For k=k5 at m5:
Arc (m5_q_l2 -> m5_r_l2), t=1, commodity=('l2', 'k5'): flow=100.0
Arc (m5_q_l2 -> m5_r_l2), t=2, commodity=('l2', 'k5'): flow=100.0

Positive inter-facility travel flows (in-to-in):
Arc (m1_in -> m2_in), t=1, commodity=('l2', 'k2'): flow=13.9
Arc (m1_in -> m2_in), t=2, commodity=('l2', 'k2'): flow=10.7
Arc (m1_in -> m3_in), t=1, commodity=('l2', 'k3'): flow=12.6
Arc (m1_in -> m3_in), t=2, commodity=('l2', 'k3'): flow=11.5
Arc (m1_in -> m4_in), t=1, commodity=('l2', 'k4'): flow=6.8
Arc (m1_in -> m4_in), t=2, commodity=('l2', 'k4'): flow=12.2
Arc (m1_in -> m5_in), t=1, commodity=('l2', 'k5'): flow=6.5
Arc (m1_in -> m5_in), t=2, commodity=('l2', 'k5'): flow=11.8
Arc (m2_in -> m1_in), t=1, commodity=('l2', 'k1'): flow=6.5
Arc (m2_in -> m1_in), t=2, commodity=('l2', 'k1'): flow=6.9
Arc (m2_in -> m3_in), t=1, commodity=('l2', 'k3'): flow=13.6
Arc (m2_in -> m3_in), t=2, commodity=('l2', 'k3'): flow=11.3
Arc (m2_in -> m4_in), t=1, commodity=('l2', 'k4'): flow=7.0
Arc (m2_in -> m4_in), t=2, commodity=('l2', 'k4'): flow=8.6
Arc (m2_in -> m5_in), t=1, commodity=('l2', 'k5'): flow=6.3
Arc (m2_in -> m5_in), t=2, commodity=('l2', 'k5'): flow=12.3
Arc (m3_in -> m1_in), t=1, commodity=('l2', 'k1'): flow=10.9
Arc (m3_in -> m1_in), t=2, commodity=('l2', 'k1'): flow=11.0
Arc (m3_in -> m2_in), t=1, commodity=('l2', 'k2'): flow=5.4
Arc (m3_in -> m2_in), t=2, commodity=('l2', 'k2'): flow=14.7
Arc (m3_in -> m4_in), t=1, commodity=('l2', 'k4'): flow=8.7
Arc (m3_in -> m4_in), t=2, commodity=('l2', 'k4'): flow=14.8
Arc (m3_in -> m5_in), t=1, commodity=('l2', 'k5'): flow=13.0
Arc (m3_in -> m5_in), t=2, commodity=('l2', 'k5'): flow=10.2
Arc (m4_in -> m1_in), t=1, commodity=('l2', 'k1'): flow=5.9
Arc (m4_in -> m1_in), t=2, commodity=('l2', 'k1'): flow=5.2
Arc (m4_in -> m2_in), t=1, commodity=('l2', 'k2'): flow=9.8
Arc (m4_in -> m2_in), t=2, commodity=('l2', 'k2'): flow=8.9
Arc (m4_in -> m3_in), t=1, commodity=('l1', 'k1'): flow=2.1
Arc (m4_in -> m3_in), t=1, commodity=('l2', 'k3'): flow=13.4
Arc (m4_in -> m3_in), t=2, commodity=('l2', 'k3'): flow=6.4
Arc (m4_in -> m5_in), t=1, commodity=('l2', 'k5'): flow=5.5
Arc (m4_in -> m5_in), t=2, commodity=('l2', 'k5'): flow=12.9
Arc (m5_in -> m1_in), t=1, commodity=('l2', 'k1'): flow=10.4
Arc (m5_in -> m1_in), t=2, commodity=('l2', 'k1'): flow=6.4
Arc (m5_in -> m2_in), t=1, commodity=('l2', 'k2'): flow=11.8
Arc (m5_in -> m2_in), t=2, commodity=('l2', 'k2'): flow=15.0
Arc (m5_in -> m3_in), t=1, commodity=('l2', 'k3'): flow=12.4
Arc (m5_in -> m3_in), t=2, commodity=('l2', 'k3'): flow=7.0
Arc (m5_in -> m4_in), t=1, commodity=('l2', 'k4'): flow=11.3
Arc (m5_in -> m4_in), t=2, commodity=('l2', 'k4'): flow=13.9
Arc (m6_in -> m1_in), t=1, commodity=('l2', 'k1'): flow=7.6
Arc (m6_in -> m1_in), t=2, commodity=('l2', 'k1'): flow=14.0
Arc (m6_in -> m2_in), t=1, commodity=('l2', 'k2'): flow=8.2
Arc (m6_in -> m2_in), t=2, commodity=('l2', 'k2'): flow=14.2
Arc (m6_in -> m3_in), t=1, commodity=('l1', 'k1'): flow=5.3
Arc (m6_in -> m3_in), t=1, commodity=('l2', 'k3'): flow=12.5
Arc (m6_in -> m3_in), t=2, commodity=('l2', 'k3'): flow=5.2
Arc (m6_in -> m4_in), t=1, commodity=('l2', 'k4'): flow=5.8
Arc (m6_in -> m4_in), t=2, commodity=('l2', 'k4'): flow=12.6
Arc (m6_in -> m5_in), t=1, commodity=('l2', 'k5'): flow=14.9
Arc (m6_in -> m5_in), t=2, commodity=('l2', 'k5'): flow=8.2
Arc (m7_in -> m1_in), t=1, commodity=('l2', 'k1'): flow=12.5
Arc (m7_in -> m1_in), t=2, commodity=('l2', 'k1'): flow=11.3
Arc (m7_in -> m2_in), t=1, commodity=('l2', 'k2'): flow=14.7
Arc (m7_in -> m2_in), t=2, commodity=('l2', 'k2'): flow=7.3
Arc (m7_in -> m3_in), t=1, commodity=('l2', 'k3'): flow=7.9
Arc (m7_in -> m3_in), t=2, commodity=('l2', 'k3'): flow=7.6
Arc (m7_in -> m4_in), t=1, commodity=('l2', 'k4'): flow=14.4
Arc (m7_in -> m4_in), t=2, commodity=('l2', 'k4'): flow=10.6
Arc (m7_in -> m5_in), t=1, commodity=('l2', 'k5'): flow=10.9
Arc (m7_in -> m5_in), t=2, commodity=('l2', 'k5'): flow=8.9
Arc (m8_in -> m1_in), t=1, commodity=('l2', 'k1'): flow=5.7
Arc (m8_in -> m1_in), t=2, commodity=('l2', 'k1'): flow=10.3
Arc (m8_in -> m2_in), t=1, commodity=('l2', 'k2'): flow=13.6
Arc (m8_in -> m2_in), t=2, commodity=('l2', 'k2'): flow=5.1
Arc (m8_in -> m3_in), t=1, commodity=('l2', 'k3'): flow=9.2
Arc (m8_in -> m3_in), t=2, commodity=('l2', 'k3'): flow=12.6
Arc (m8_in -> m4_in), t=1, commodity=('l2', 'k4'): flow=10.2
Arc (m8_in -> m4_in), t=2, commodity=('l2', 'k4'): flow=7.0
Arc (m8_in -> m5_in), t=1, commodity=('l2', 'k5'): flow=11.5
Arc (m8_in -> m5_in), t=2, commodity=('l2', 'k5'): flow=12.4
Arc (m9_in -> m1_in), t=1, commodity=('l2', 'k1'): flow=13.0
Arc (m9_in -> m1_in), t=2, commodity=('l2', 'k1'): flow=10.4
Arc (m9_in -> m2_in), t=1, commodity=('l2', 'k2'): flow=5.9
Arc (m9_in -> m2_in), t=2, commodity=('l2', 'k2'): flow=12.4
Arc (m9_in -> m3_in), t=1, commodity=('l2', 'k3'): flow=11.6
Arc (m9_in -> m3_in), t=2, commodity=('l2', 'k3'): flow=14.4
Arc (m9_in -> m4_in), t=1, commodity=('l2', 'k4'): flow=7.2
Arc (m9_in -> m4_in), t=2, commodity=('l2', 'k4'): flow=7.7
Arc (m9_in -> m5_in), t=1, commodity=('l2', 'k5'): flow=9.6
Arc (m9_in -> m5_in), t=2, commodity=('l2', 'k5'): flow=5.5
Arc (m10_in -> m1_in), t=1, commodity=('l1', 'k1'): flow=1.7
Arc (m10_in -> m1_in), t=1, commodity=('l2', 'k1'): flow=7.3
Arc (m10_in -> m1_in), t=2, commodity=('l2', 'k1'): flow=9.0
Arc (m10_in -> m2_in), t=1, commodity=('l2', 'k2'): flow=14.5
Arc (m10_in -> m2_in), t=2, commodity=('l2', 'k2'): flow=14.1
Arc (m10_in -> m3_in), t=1, commodity=('l2', 'k3'): flow=8.4
Arc (m10_in -> m3_in), t=2, commodity=('l2', 'k3'): flow=9.5
Arc (m10_in -> m4_in), t=1, commodity=('l2', 'k4'): flow=11.8
Arc (m10_in -> m4_in), t=2, commodity=('l2', 'k4'): flow=5.7
Arc (m10_in -> m5_in), t=1, commodity=('l2', 'k5'): flow=12.3
Arc (m10_in -> m5_in), t=2, commodity=('l2', 'k5'): flow=15.0

Positive flows on dummy arcs (unmet demand in t=2):
Arc (m1_q_l1 -> dummy), t=2, commodity=('l1', 'k1'): flow=3.5
Arc (m1_q_l1 -> dummy), t=2, commodity=('l1', 'k2'): flow=15.5
Arc (m1_q_l1 -> dummy), t=2, commodity=('l1', 'k3'): flow=23.6
Arc (m1_q_l1 -> dummy), t=2, commodity=('l1', 'k4'): flow=19.5
Arc (m1_q_l1 -> dummy), t=2, commodity=('l1', 'k5'): flow=23.1
Arc (m2_q_l1 -> dummy), t=2, commodity=('l1', 'k1'): flow=13.9
Arc (m2_q_l1 -> dummy), t=2, commodity=('l1', 'k2'): flow=14.7
Arc (m2_q_l1 -> dummy), t=2, commodity=('l1', 'k3'): flow=21.0
Arc (m2_q_l1 -> dummy), t=2, commodity=('l1', 'k4'): flow=15.4
Arc (m2_q_l1 -> dummy), t=2, commodity=('l1', 'k5'): flow=17.9
Arc (m2_q_l2 -> dummy), t=2, commodity=('l2', 'k2'): flow=24.5
Arc (m3_q_l2 -> dummy), t=2, commodity=('l2', 'k3'): flow=10.5
Arc (m4_q_l1 -> dummy), t=2, commodity=('l1', 'k1'): flow=19.3
Arc (m4_q_l1 -> dummy), t=2, commodity=('l1', 'k2'): flow=15.3
Arc (m4_q_l1 -> dummy), t=2, commodity=('l1', 'k3'): flow=20.4
Arc (m4_q_l1 -> dummy), t=2, commodity=('l1', 'k4'): flow=7.0
Arc (m4_q_l1 -> dummy), t=2, commodity=('l1', 'k5'): flow=22.5
Arc (m4_q_l2 -> dummy), t=2, commodity=('l2', 'k4'): flow=0.3
Arc (m5_q_l1 -> dummy), t=2, commodity=('l1', 'k4'): flow=7.3
Arc (m5_q_l2 -> dummy), t=2, commodity=('l2', 'k5'): flow=13.1
Arc (m6_q_l1 -> dummy), t=2, commodity=('l1', 'k1'): flow=6.5
Arc (m6_q_l1 -> dummy), t=2, commodity=('l1', 'k2'): flow=25.1
Arc (m6_q_l1 -> dummy), t=2, commodity=('l1', 'k3'): flow=19.2
Arc (m6_q_l1 -> dummy), t=2, commodity=('l1', 'k4'): flow=12.8
Arc (m6_q_l1 -> dummy), t=2, commodity=('l1', 'k5'): flow=15.2
Arc (m7_q_l1 -> dummy), t=2, commodity=('l1', 'k1'): flow=15.5
Arc (m7_q_l1 -> dummy), t=2, commodity=('l1', 'k2'): flow=16.6
Arc (m7_q_l1 -> dummy), t=2, commodity=('l1', 'k3'): flow=23.3
Arc (m7_q_l1 -> dummy), t=2, commodity=('l1', 'k4'): flow=15.4
Arc (m7_q_l1 -> dummy), t=2, commodity=('l1', 'k5'): flow=15.3
Arc (m8_q_l1 -> dummy), t=2, commodity=('l1', 'k4'): flow=3.8
Arc (m9_q_l1 -> dummy), t=2, commodity=('l1', 'k1'): flow=17.4
Arc (m9_q_l1 -> dummy), t=2, commodity=('l1', 'k2'): flow=16.1
Arc (m9_q_l1 -> dummy), t=2, commodity=('l1', 'k3'): flow=22.1
Arc (m9_q_l1 -> dummy), t=2, commodity=('l1', 'k4'): flow=18.6
Arc (m9_q_l1 -> dummy), t=2, commodity=('l1', 'k5'): flow=19.3
Arc (m10_q_l1 -> dummy), t=2, commodity=('l1', 'k1'): flow=13.8
Arc (m10_q_l1 -> dummy), t=2, commodity=('l1', 'k2'): flow=20.2
Arc (m10_q_l1 -> dummy), t=2, commodity=('l1', 'k3'): flow=18.2
Arc (m10_q_l1 -> dummy), t=2, commodity=('l1', 'k4'): flow=19.7
Arc (m10_q_l1 -> dummy), t=2, commodity=('l1', 'k5'): flow=12.8

Positive in-to-q flows (queue entries):
Arc (m1_in -> m1_q_l1), t=1, commodity=('l1', 'k2'): flow=6.6
Arc (m1_in -> m1_q_l1), t=1, commodity=('l1', 'k3'): flow=12.8
Arc (m1_in -> m1_q_l1), t=1, commodity=('l1', 'k4'): flow=13.1
Arc (m1_in -> m1_q_l1), t=1, commodity=('l1', 'k5'): flow=11.3
Arc (m1_in -> m1_q_l1), t=2, commodity=('l1', 'k1'): flow=3.5
Arc (m1_in -> m1_q_l1), t=2, commodity=('l1', 'k2'): flow=8.9
Arc (m1_in -> m1_q_l1), t=2, commodity=('l1', 'k3'): flow=10.8
Arc (m1_in -> m1_q_l1), t=2, commodity=('l1', 'k4'): flow=6.5
Arc (m1_in -> m1_q_l1), t=2, commodity=('l1', 'k5'): flow=11.9
Arc (m1_in -> m1_q_l2), t=1, commodity=('l1', 'k1'): flow=9.2
Arc (m1_in -> m1_q_l2), t=1, commodity=('l2', 'k1'): flow=90.8
Arc (m1_in -> m1_q_l2), t=2, commodity=('l1', 'k1'): flow=5.8
Arc (m1_in -> m1_q_l2), t=2, commodity=('l2', 'k1'): flow=94.2
Arc (m2_in -> m2_q_l1), t=1, commodity=('l1', 'k1'): flow=6.8
Arc (m2_in -> m2_q_l1), t=1, commodity=('l1', 'k3'): flow=7.4
Arc (m2_in -> m2_q_l1), t=1, commodity=('l1', 'k4'): flow=5.1
Arc (m2_in -> m2_q_l1), t=1, commodity=('l1', 'k5'): flow=8.6
Arc (m2_in -> m2_q_l1), t=2, commodity=('l1', 'k1'): flow=7.1
Arc (m2_in -> m2_q_l1), t=2, commodity=('l1', 'k2'): flow=14.7
Arc (m2_in -> m2_q_l1), t=2, commodity=('l1', 'k3'): flow=13.6
Arc (m2_in -> m2_q_l1), t=2, commodity=('l1', 'k4'): flow=10.3
